,CompanyName,Rating,TotalReviews,SalaryOffereByComapany,TotalInterviews,Benefits,PhotosOnSite
2359,Allied Blenders & Distillers,4.0,476,1.5k,23,34,2
2360,Grant Thornton Bharat,3.4,475,2.7k,91,20,2
2361,Espire Infolabs,2.3,473,2.6k,27,24,5
2362,Dana India,4.0,474,1.7k,39,57,--
2363,AIRBUS,3.6,473,4.9k,84,44,4
2364,Oriental Structural Engineers,4.3,473,1.2k,10,61,--
2365,British Council,3.5,472,2.1k,27,56,7
2366,Bharat Seats,3.7,472,1.6k,33,39,--
2367,Magneti Marelli Motherson Auto System,3.9,472,1.3k,24,60,--
2368,GHCL Limited,3.9,471,1.6k,38,58,2
2369,iNurture Education Solutions,2.5,471,1.4k,45,36,--
2370,Zypp Electric,4.0,471,999,40,25,119
2371,Symphony,4.6,473,1.1k,63,23,15
2372,Revent Group,3.8,471,732,17,4,--
2373,Marble Box,3.7,471,900,29,30,25
2374,LT Foods,3.8,471,1.7k,27,43,--
2375,CommScope,3.8,471,3.1k,42,49,9
2376,Stovekraft,3.9,472,1.9k,33,28,--
2377,Seoyon E-hwa Automotive,3.5,471,2.3k,27,28,2
2378,Zypp Electric,4.0,471,999,40,25,119
2379,Bhagwati Products,3.5,470,1.3k,24,38,--
2380,Texmaco Rail and Engineering,3.8,470,1.8k,26,46,1
2381,Bandhan Life,3.2,471,1.3k,17,30,--
2382,Torrent Gas ,3.1,470,2.3k,58,41,--
2383,Realme ,3.6,471,1.6k,34,18,--
2384,Pratham Education Foundation,4.2,469,990,16,51,8
2385,Dharampal Premchand,4.3,469,1.3k,25,45,--
2386,Mahle Anand Thermal Systems ,4.1,469,1.7k,32,30,--
2387,Gaurs Group,4.2,470,1.6k,31,24,12
2388,Loadshare Networks,3.5,470,1.7k,45,24,5
2389,Paper Boat(Hector Beverages Pvt. Ltd.),3.9,468,1.4k,24,35,14
2390,NKG Infrastructure,3.2,468,1.4k,27,25,1
2391,Sulekha.com,3.3,467,1.6k,23,46,2
2392,Anunta Technology Management Services,3.3,467,2.3k,40,30,10
2393,Venky's,3.7,467,1.6k,27,32,--
2394,Pocket FM,2.7,467,2.1k,72,6,3
2395,Kyungshin Industrial Motherson,3.3,467,2.2k,25,39,--
2396,Aizant Drug Research Solutions,4.2,466,1.3k,34,60,--
2397,Aimil Pharmaceuticals ,3.6,466,1.8k,24,46,--
2398,Aimil Pharmaceuticals ,3.6,466,1.8k,24,46,--
2399,Iksula,3.1,466,1.9k,34,114,15
2400,Gokaldas Exports,3.9,466,1.8k,39,22,--
2401,Novotel Hotels,4.0,465,1.3k,27,76,8
2402,St. Xavier's High School,3.7,465,1.5k,19,48,--
2403,Caresoft Global,3.3,465,3.3k,52,48,3
2404,Kolte Patil Developers,4.1,465,2k,22,49,--
2405,Synopsys,3.5,465,4.1k,106,45,13
2406,Puravankara,3.4,465,2k,24,6,--
2407,SMEC,3.7,465,1.5k,30,44,4
2408,SISL Infotech,3.5,465,2.5k,24,20,--
2409,SBI Capital Markets,3.7,466,2.3k,26,18,7
2410,Eurokids,4.0,465,1.3k,18,37,--
2411,Balmer Lawrie,3.6,465,1.9k,33,38,3
2412,AQM Technologies,3.1,465,3.7k,57,22,--
2413,Ergode,3.2,464,1.5k,31,58,79
2414,Indofil Industries,4.1,464,2k,19,52,--
2415,Sahyadri Hospital,4.2,465,1.5k,32,35,35
2416,Willis Towers Watson,3.7,464,8k,120,110,12
2417,Emergys ,3.4,464,3.3k,44,24,53
2418,Bada Business,4.0,463,1.6k,61,39,4
2419,Ergode,3.2,464,1.5k,31,58,79
2420,Flamingo Pharmaceuticals,3.1,463,1.9k,36,36,--
2421,Subex,3.4,463,3.1k,37,57,9
2422,Prodair Air Products,3.7,462,2.4k,29,17,--
2423,Ashapura Group Of Industries,4.1,461,1.8k,31,45,5
2424,Railtel Corporation Of India,3.6,461,2k,29,22,--
2425,Yusen Logistics,4.0,461,1.8k,19,37,--
2426,Orion Innovation,3.5,461,3.7k,46,13,7
2427,Honour Lab,3.9,462,1.8k,26,25,--
2428,Willis Towers Watson,3.7,464,8k,120,110,12
2429,Birla White,4.0,460,1.3k,40,34,3
2430,CodeClouds,3.9,460,1.2k,59,127,15
2431,ITI,3.7,460,1.4k,41,36,--
2432,Saudi Binladin Group,4.2,460,741,34,68,--
2433,Red Hat,4.4,460,3.8k,64,48,6
2434,Polestar Analytics,4.1,461,1.2k,24,58,--
2435,Vision India Services,4.0,460,1.4k,56,23,--
2436,Allegis Group,3.5,459,2.8k,24,43,9
2437,Bharat Bijlee,4.2,459,1.6k,28,48,--
2438,Allegis Group,3.5,459,2.8k,24,43,9
2439,Miracle Software Systems,3.8,459,1.9k,44,25,10
2440,Kataria Automobiles,3.6,459,1.6k,21,34,12
2441,JNS Instruments,3.9,459,1.9k,34,36,2
2442,B. Braun Medical,4.1,458,1.7k,22,65,1
2443,HealthKart,3.9,458,2.1k,35,54,10
2444,Nuvama Wealth and Investment,3.3,458,2.5k,20,9,2
2445,Rapido,3.5,457,2.4k,43,31,3
2446,Haleon,3.5,458,1.6k,53,5,--
2447,Flatworld Solutions,3.3,457,2.9k,34,42,--
2448,Neilsoft,3.0,457,3.2k,48,32,7
2449,ELGI Equipments,4.0,457,2.1k,27,50,--
2450,TruBridge Healthcare Private Limited,3.8,457,720,147,2,--
2451,ByteDance,4.1,457,2.2k,38,56,--
2452,SirionLabs,3.9,457,2k,29,43,--
2453,Prism Cement,4.1,456,1.2k,38,54,--
2454,Echobooom Management & Entrepreneurial Solutions,4.0,457,501,121,203,1
2455,Khadims,3.6,455,1.3k,17,47,6
2456,Corona Remedies,4.2,455,1.5k,15,30,1
2457,Go Colors,3.9,455,1.1k,13,9,5
2458,NetApp,3.7,455,4.3k,76,37,12
2459,Almarai,4.3,455,855,25,64,--
2460,LKQ INDIA,3.3,455,2.6k,39,29,7
2461,Brembo Brake India,4.0,455,1.6k,22,40,--
2462,Rieter,3.4,456,2.4k,31,52,2
2463,OLX Autos,3.9,454,1.5k,31,--,2
2464,Cipla Health,4.2,454,1.5k,44,35,--
2465,Zscaler Softech,3.3,454,3.3k,84,37,--
2466,Ciena,3.9,454,3.3k,48,54,17
2467,Freecharge,3.7,454,3.1k,70,18,5
2468,AVAYA,3.2,454,2.9k,46,42,17
2469,Midland Microfin Limited,3.5,455,935,35,17,26
2470,Godrej Jersey,4.1,455,1.3k,28,9,--
2471,Ozone Overseas,3.9,453,1.6k,34,37,5
2472,Tutopia,4.5,457,419,267,3,--
2473,Toyota,4.1,453,1.8k,49,53,--
2474,Reliance Infrastructure,4.1,453,2k,30,62,7
2475,BSCPL Infrastructure,3.9,453,1.3k,31,48,--
2476,Portea Medical,3.7,453,1.3k,35,41,--
2477,Majesco,2.9,454,3k,34,49,--
2478,Usha Martin,4.0,452,1.4k,23,52,--
2479,Vijai Electricals,3.6,452,1.3k,18,52,--
2480,Bengal Beverages,3.0,452,1.4k,36,30,--
2481,The Indian Hotels Company,4.0,452,1.8k,30,42,2
2482,Fuji Electric,3.6,450,1.9k,21,16,2
2483,InfoBeans,3.3,450,3.7k,50,44,10
2484,Kaya Skin Clinic,3.3,450,1.2k,25,42,--
2485,Tata Steel Downstream Products,3.6,450,1.5k,48,29,3
2486,Mjunction Services,3.8,451,1.8k,26,42,2
2487,Knack RCM,3.0,450,1.7k,55,18,1
2488,Meyer Organics,3.6,450,1.5k,30,35,5
2489,Dun & Bradstreet,3.0,450,3.1k,43,47,12
2490,TriGeo Technologies,3.3,449,1.6k,28,40,--
2491,Thrillophilia,3.7,449,996,40,36,24
2492,Bajaj Auto Credit,3.9,449,1.1k,16,6,--
2493,Tata Steel Utilities and Infrastructure Services,3.6,449,1.2k,40,44,--
2494,Indian Immunologicals,4.0,449,1.7k,24,50,--
2495,Transasia Bio-Medicals,3.3,449,1.8k,23,32,1
2496,Impact Guru,3.6,450,1.7k,66,11,3
2497,Konexions Back Office Services,2.6,449,1.7k,36,15,--
2498,Indian Immunologicals,4.0,449,1.7k,24,50,--
2499,Bajaj Auto Credit,3.9,451,1.1k,16,6,--
2500,Cimpress,3.8,448,3.1k,70,37,--
2501,Flipkart Health+,3.6,448,1.7k,35,32,2
2502,Tata Steel Colors,3.7,448,1.6k,34,35,6
2503,Karvy Data Management,3.1,447,803,3,--,--
2504,FabHotels,3.1,447,2.1k,46,26,2
2505,Orient Craft,3.8,447,1.4k,8,62,4
2506,SPAR Hypermarkets,3.9,447,1.3k,25,43,7
2507,TCL,4.1,448,2.1k,47,26,--
2508,Fossil Group,3.9,446,2.1k,35,34,2
2509,Mungi Group,3.9,447,1.9k,24,36,6
2510,Regency Hospital Ltd,4.0,446,1.4k,24,24,1
2511,DB Power Limited,4.7,446,733,65,26,9
2512,NOON.COM,3.3,447,2.8k,62,31,--
2513,NR Switch N Radio Services,3.8,446,1.1k,22,33,--
2514,Mashreq Global Services,3.1,447,2.5k,29,33,3
2515,SABIC,4.1,445,1.5k,34,51,5
2516,Montecarlo Construction,4.2,445,1.4k,51,45,1
2517,Deluxe Entertainment,3.5,445,2.5k,38,40,5
2518,Indian Political Action Committee,2.8,445,1.8k,52,15,--
2519,Falcon Autotech,3.8,445,2k,54,40,36
2520,GS Lab,3.7,444,3.4k,64,36,--
2521,Intercontinental Exchange,3.2,444,3k,45,7,--
2522,Montecarlo Construction,4.2,445,1.4k,51,45,1
2523,Premium Transmission,3.3,444,2k,54,37,7
2524,Talbros ,3.8,444,1.7k,34,33,--
2525,Sunwoda Electronic India Pvt Ltd,3.9,444,1.9k,41,42,--
2526,Webkul Software,3.9,445,1.4k,91,42,11
2527,DesignTech Systems,3.3,444,2k,45,30,4
2528,Aptech,3.3,443,1.8k,29,45,1
2529,NIFTEL COMMUNICATIONS,3.6,444,839,95,8,9
2530,Tyger Capital,4.0,443,1.4k,29,27,--
2531,e2open,3.4,443,3.6k,64,36,10
2532,Group Bayport,4.2,444,1.1k,36,17,6
2533,Ingersoll Rand,3.7,443,2.6k,38,40,6
2534,Dee Piping System,4.1,443,1.6k,29,24,--
2535,Axis Finance,3.8,442,2.1k,26,17,--
2536,FM LOGISTIC,4.0,442,1.4k,31,12,2
2537,H & R Johnson,3.5,442,1.2k,10,43,--
2538,FM LOGISTIC,4.0,442,1.4k,31,12,2
2539,Nexteer Automotive,3.8,441,2.7k,28,31,1
2540,ZUCOL Services,3.8,441,756,113,14,25
2541,Infosys Consulting,3.4,441,4k,181,65,5
2542,SMFG India Home Finance Co,3.7,442,1.1k,27,4,2
2543,Adani Logistics,3.7,441,1.9k,16,13,2
2544,OnePlus,3.8,441,2k,40,47,2
2545,State Street Bank,3.4,441,3.3k,18,13,--
2546,Chettinad Cements,3.8,441,2k,40,21,--
2547,Arvind Fashions,3.8,440,1.9k,27,25,4
2548,Mahindra Lifespace Developers,4.2,440,1.8k,27,50,2
2549,Skillmine Technology Consulting,3.9,439,1.7k,50,18,11
2550,Siyaram Silk Mills,3.9,440,1.5k,23,45,--
2551,Kothari Agritech,4.2,439,731,48,8,21
2552,SoftwareOne,3.8,439,3.7k,52,48,3
2553,Lambda Therapeutic Research,3.8,439,1.5k,21,24,6
2554,K D Hospital,4.5,438,358,23,7,6
2555,TotalEnergies,3.7,438,1.7k,36,47,4
2556,Theobroma Foods,3.9,438,1.4k,25,24,--
2557,Western Union,2.8,438,2.8k,39,41,10
2558,Asian Granito India,3.6,438,1.6k,17,22,3
2559,Theobroma Foods,3.9,438,1.4k,25,24,--
2560,Yutika Natural,3.4,438,1k,25,2,--
2561,AppInventiv Technologies,3.9,438,2.8k,85,67,14
2562,UNIVO Education ,3.3,438,1.6k,35,3,16
2563,Indian Institute of Technology Gandhinagar,4.2,438,2.5k,25,31,--
2564,PULSUS HealthTech Group,3.2,438,1.3k,36,36,--
2565,Ami Lifesciences,3.7,438,1.8k,21,23,10
2566,Rakuten Symphony,3.6,438,3.7k,43,13,32
2567,NeoGrowth Credit,2.9,438,1.8k,29,28,--
2568,Motilal Oswal Private Wealth Management,4.5,437,276,83,4,5
2569,Mazagon Dock,4.2,437,1.2k,22,36,--
2570,Vcare Trichology,3.5,437,1.9k,45,18,4
2571,Aker Solutions,4.0,437,2.2k,37,42,1
2572,ZTE Corporation,4.1,437,1.2k,21,70,--
2573,KLAY Preschool and Daycare,3.5,437,1.4k,46,44,4
2574,National Organic Chemical Industries,3.8,436,1.9k,37,46,--
2575,CMA CGM Global Business Services,4.0,436,2.2k,32,5,--
2576,Learning Routes,4.5,436,438,123,39,18
2577,IndusInd Capital,3.9,436,1.9k,20,75,--
2578,Calsoft,2.8,436,3.7k,57,29,6
2579,Bonfiglioli Transmissions Limited,3.5,436,1.7k,38,35,1
2580,Jyoti CNC Automation,3.9,436,1.5k,27,33,--
2581,Imarticus Learning,3.9,436,1.3k,34,33,4
2582,National Organic Chemical Industries,3.8,436,1.9k,37,46,--
2583,Learning Routes,4.5,436,437,123,39,18
2584,A. O. Smith India Water Products Private Limited,3.5,436,1.5k,22,44,2
2585,360 Realtors,3.5,435,1.5k,36,47,--
2586,CMA CGM Global Business Services,4.0,436,2.2k,32,5,--
2587,Nous Infosystems,3.4,435,3.5k,50,39,--
2588,International Automotive Components,3.9,436,2k,26,25,15
2589,GTL Infrastructure,4.2,434,911,14,47,--
2590,Freyr Solutions,3.6,435,2.7k,34,22,--
2591,IIMI Image Management Private Limited,4.0,434,569,56,7,7
2592,Groupon,3.0,434,2.3k,46,38,29
2593,Ind-Swift Laboratories,3.9,434,1.6k,22,59,--
2594,Entrata,3.8,434,2.4k,44,52,8
2595,Nidec Corporation,3.6,435,1.7k,29,39,--
2596,Nagarjuna Fertilizers and Chemicals,4.1,433,1.3k,19,54,--
2597,Baramati Agro,3.8,433,1.6k,29,28,1
2598,Mann And Hummel Filter,3.8,434,1.8k,22,38,9
2599,Nagarjuna Fertilizers and Chemicals,4.1,433,1.3k,19,54,--
2600,Kutchina,3.5,434,1.2k,16,27,--
2601,Ramada,3.8,433,1.1k,21,69,--
2602,Haldia Petrochemicals,3.7,433,2k,42,49,3
2603,Powerweave,3.3,433,1.7k,28,35,--
2604,Paynearby Technologies,3.9,433,1.4k,29,24,--
2605,Orient Bell,3.4,433,1.5k,24,40,--
2606,Shiprocket Private Limited,3.4,433,2.9k,61,17,14
2607,Self Practice,4.4,433,5.9k,69,22,--
2608,Nowfloats Technologies,3.8,433,1.1k,24,69,--
2609,Baramati Agro,3.8,433,1.6k,29,28,1
2610,CWT,3.5,432,1.4k,8,58,--
2611,Tessolve,3.3,432,3k,65,16,13
2612,ARMSOFTECH.AIR ,3.4,432,1.4k,31,54,13
2613,Le Méridien,4.0,431,1.2k,23,63,--
2614,FCM Travel,3.3,431,1.5k,15,29,--
2615,Tally Solutions,4.0,431,2.4k,49,50,8
2616,Flipkart Wholesale,3.9,431,1.1k,72,27,1
2617,India Nippon Electricals,3.6,431,1.6k,24,57,--
2618,Carrier Midea,3.5,431,1.8k,19,23,--
2619,Desun Hospital & Heart Institute,3.7,431,1.1k,30,24,1
2620,Capital Foods,4.2,431,1.3k,32,57,--
2621,Reshamandi,3.5,430,599,17,127,--
2622,Pon Pure Chemical,3.6,430,1.5k,25,34,--
2623,Ensono,4.1,430,2.6k,31,24,4
2624,RSWM Limited,4.1,430,1.3k,20,49,--
2625,Europa Locks,3.8,430,1.8k,31,40,18
2626,Samsung C&T,4.2,430,1.4k,15,50,--
2627,Chambal Fertilisers And Chemicals,3.8,430,1.6k,29,37,2
2628,Lotte India Corporation,4.0,430,1.4k,32,34,--
2629,Eurofins It Solutions,2.9,430,3.5k,67,58,1
2630,IMS People,3.6,429,2.2k,45,38,--
2631,Hero Housing Finance,3.8,430,1.6k,23,10,10
2632,Mintifi,3.4,429,1.3k,23,6,--
2633,Silver Touch Technologies,3.0,429,2.6k,35,10,--
2634,ABCI Infrastructures,3.3,429,7.8k,83,55,--
2635,Buhler,3.8,428,1.9k,33,39,--
2636,Intelizign Lifecycle Services,3.8,428,2.6k,61,24,--
2637,Novartis Healthcare,4.0,428,3.1k,23,47,--
2638,Aculife Healthcare,2.9,427,1.5k,33,33,--
2639,CES,3.3,427,2.6k,59,39,7
2640,Astra Microwave Products,3.9,427,2.1k,32,29,--
2641,Spice Money,4.1,427,1.5k,35,25,7
2642,B.C. Jindal Group of Companies,3.9,427,1.1k,29,16,--
2643,Samsung SDS,3.0,426,2.8k,32,20,--
2644,ANR Software Private Limited,4.1,426,1.1k,41,33,20
2645,Pon Pure Chemical,3.6,430,1.5k,25,34,--
2646,Systems Plus,4.2,426,1.6k,32,17,--
2647,TTK Healthcare,4.1,426,1.3k,18,56,1
2648,Nettur Technical Training Foundation,3.6,425,1.2k,28,38,5
2649,Samsonite,4.1,425,1.4k,17,30,--
2650,Oberoi Realty,4.3,425,2k,21,38,4
2651,Prolifics Corporation,3.6,426,2.5k,65,26,4
2652,Shyam Sel & Power,3.7,425,1.4k,57,24,--
2653,Secure Value,3.4,424,880,20,25,--
2654,Intelizign Lifecycle Services,3.8,428,2.6k,61,24,--
2655,Uniparts Group,3.7,424,1.6k,23,33,--
2656,Franchise India Brands,2.9,424,1.3k,42,9,7
2657,Educomp Solutions,3.4,423,633,5,49,--
2658,Educomp Solutions,3.4,423,633,5,49,--
2659,Indiafilings,3.9,423,1.1k,162,16,--
2660,Universal Corporation,3.6,423,1.4k,22,22,--
2661,Capital Trust,3.3,422,861,23,31,3
2662,Global Indian International School,4.2,422,1.1k,20,54,--
2663,Tagros Chemicals,3.5,422,1.9k,40,43,--
2664,Motherhood Hospital,3.6,422,1.7k,23,16,1
2665,myGate,3.0,421,2.2k,33,23,4
2666,Owens Corning,3.6,421,1.8k,21,40,--
2667,Roca Bathroom Products,3.7,421,1.4k,23,42,3
2668,Saama Technologies,3.6,421,3.7k,60,45,4
2669,Metrochem Api,3.1,421,1.9k,35,35,8
2670,Qwik Supply Chain ,3.8,421,1.1k,28,17,3
2671,Bangalore International Airport,4.3,421,1.6k,35,36,--
2672,Medica Superspecialty Hospital,3.9,420,1.5k,20,48,--
2673,Venus Remedies,4.2,420,1k,43,88,21
2674,Bonace Engineers,4.0,422,1.2k,36,31,--
2675,Mahindra Last Mile Mobility,3.8,420,1.3k,23,2,--
2676,Zealous Services,2.6,420,1.1k,22,50,1
2677,Starbucks,4.1,420,1.1k,38,42,1
2678,Sagar Cements,4.3,420,1.4k,42,28,7
2679,CogentHubCX.AI,3.2,420,900,36,19,--
2680,Mahindra Last Mile Mobility,3.8,420,1.3k,23,2,--
2681,National Bulk Handling Corporation,4.1,420,1.1k,23,44,--
2682,Pole To Win,3.2,420,2k,62,44,1
2683,MyMoneyMantra,3.1,420,1.8k,15,14,1
2684,Medica Superspecialty Hospital,3.9,420,1.5k,20,48,--
2685,Starbucks,4.1,420,1.1k,38,42,1
2686,Viva Composite Panel,4.5,419,642,103,14,15
2687,Aka Logistics,3.1,420,1.4k,39,29,--
2688,Aliens Group,3.9,419,1.3k,46,61,1
2689,Adani Infra,3.8,419,1.8k,42,7,--
2690,Essar Group,3.8,419,1.9k,33,54,--
2691,Apex Laboratories,3.9,419,1.9k,28,34,2
2692,NCSI Technologies Pvt Ltd,3.6,418,1.8k,67,18,67
2693,HYT Engineering Company Pvt Ltd,3.2,418,1.4k,38,33,7
2694,Rama Medical College Hospital & Research Centre,3.7,419,1.2k,39,49,--
2695,AIMLAY,4.7,419,432,17,27,29
2696,ArisGlobal,2.8,419,2.8k,42,12,--
2697,Havmor Ice Cream,4.1,418,1.3k,30,47,1
2698,Havmor Ice Cream,4.1,418,1.3k,30,47,1
2699,NCSI Technologies Pvt Ltd,3.6,418,1.8k,67,18,67
2700,HYT Engineering Company Pvt Ltd,3.2,418,1.4k,38,33,7
2701,Magus Customer Dialog,3.7,417,784,12,42,--
2702,Odessa,3.6,417,2.5k,46,52,15
2703,Agro Tech Foods,4.0,417,1.1k,22,36,--
2704,PC Jewellers,3.8,417,933,26,31,--
2705,Indigo Paints,3.8,418,1.5k,32,19,--
2706,Daimler Truck,3.6,417,3k,41,2,6
2707,P.D. Hinduja National Hospital and Medical Research Centre,3.9,417,2.4k,29,45,6
2708,Enphase Energy,2.6,417,3.1k,58,20,--
2709,Jubilant Biosys,3.5,416,2k,44,33,--
2710,Copeland,3.9,416,2.5k,26,2,1
2711,Virchow Biotech,3.3,416,1.7k,26,37,--
2712, Fortis Escorts Hospital,4.3,416,966,21,36,1
2713,Ipsos,3.1,415,2.6k,42,23,--
2714,Raptakos Brett and Company,3.4,416,1.5k,23,27,--
2715,BPTP,4.1,416,1.4k,29,49,--
2716,Aramex,3.3,415,1.3k,27,50,6
2717,Dodsal Engineering & Construction,4.5,414,688,16,71,--
2718,Himatsingka Seide,3.5,414,1.5k,30,35,--
2719,SHARE Microfin,4.1,414,536,23,42,1
2720,SKH Y-TEC,3.9,414,1.3k,32,22,--
2721,GRT Jewellers,4.1,414,1.5k,31,23,6
2722,Gujarat Ambuja Exports,3.3,415,1.5k,23,25,--
2723,Indian Space Research Organisation,4.6,414,1.3k,24,40,3
2724,Core Integra Consulting Services,3.4,414,1.3k,25,27,--
2725,V-Xpress,3.9,413,1.1k,22,33,9
2726,Indus Net Technologies,3.0,414,2k,35,21,--
2727,M Baazar,3.8,413,916,33,7,6
2728,V-bazaar Retail,3.9,413,936,35,31,8
2729,Invensis Technologies,3.4,413,2k,33,18,--
2730,PowerSchool India,3.3,413,3k,48,31,1
2731,VRB Consumer Products Private Limited,4.1,413,1.3k,23,37,1
2732,Spoton Logistics,4.4,412,1.1k,18,59,--
2733,Greet Technologies,2.7,412,1.3k,40,30,--
2734,Merck,4.1,412,2.8k,20,38,--
2735,Workcell Solutions,3.5,412,1.3k,28,1,8
2736,RDC Concrete (India),3.9,412,1.3k,40,34,6
2737,Win Medicare,4.1,412,1k,24,33,--
2738,CapeStart,4.5,411,642,84,135,22
2739,Oda Class,2.9,411,670,30,9,2
2740,Workcell Solutions,3.5,412,1.3k,28,1,8
2741,Balaji Wafers,4.3,411,1.2k,32,22,1
2742,Onsitego,3.6,411,1.4k,20,32,--
2743,Recpdcl.ltd,4.1,411,830,17,44,--
2744,Piramal Swasthya,4.1,411,984,21,38,1
2745,Schoolnet India,3.8,411,1.1k,24,56,--
2746,Eversendai,3.5,410,1.6k,32,43,4
2747,Indian Overseas Bank,3.3,410,1k,17,26,1
2748,Kanpur Fertilizers & Chemicals,3.7,411,1.2k,37,19,6
2749,Bharat Aluminium Company (BALCO),3.9,409,1.6k,37,44,1
2750,ICFAI University,3.6,410,854,24,47,--
2751,Munjal Showa,3.2,409,1.2k,19,37,--
2752,Black Knight,3.5,409,2.6k,29,44,--
2753,Manhattan Associates,3.3,409,3.5k,43,42,1
2754,Gold Plus Glass,3.4,409,1.5k,21,55,--
2755,Bses Yamuna Power,3.7,409,1.4k,25,27,--
2756,NR Consulting,4.6,410,327,89,12,29
2757,Slice,3.2,409,2.4k,57,8,--
2758,Kailash Hospital,3.9,408,1k,23,25,1
2759,Sarvodaya Hospital,3.8,408,1.5k,21,29,5
2760,Hexagon Nutrition,4.1,407,1k,20,136,--
2761,PGP Glass,4.0,408,1.4k,36,18,--
2762,RCM,4.1,407,724,55,7,11
2763,LOGISTEED India Pvt. Ltd.,4.0,407,1.4k,9,18,4
2764,Unilever Global,3.6,407,817,32,8,--
2765,Stanley Black & Decker,3.7,407,1.9k,29,31,2
2766,Bank of Maharashtra,3.3,408,1.5k,20,33,--
2767,Hanon Systems,4.0,407,1.7k,16,51,--
2768,Cheil India,2.9,407,2.1k,19,51,--
2769,SML Isuzu,4.1,408,1.4k,30,36,--
2770,Euler Motors,3.6,407,1.7k,42,8,--
2771,Acadecraft,3.7,407,886,62,47,--
2772,Al Turki Enterprises,3.5,406,951,16,49,1
2773,MAYORA,3.8,406,958,25,46,--
2774,eNoah iSolution,3.8,406,2.3k,33,21,--
2775,Dixit Infotech Services,3.5,406,1.4k,29,21,1
2776,Hindustan Foods,3.6,406,1.8k,35,24,1
2777,MRF Vapocure Paints,4.0,406,1.3k,33,19,1
2778,Auro Realty Private Limited,4.4,406,1.6k,27,13,2
2779,Dixit Infotech Services,3.5,406,1.4k,29,21,1
2780,L&T Heavy Engineering,3.7,406,844,31,33,11
2781,Azentio,3.1,406,3.7k,47,10,9
2782,Broadcom,3.2,405,3.1k,45,36,8
2783,Venkateshwara Hatcheries,3.8,405,1.5k,12,33,1
2784,UCAL Fuel Systems,3.8,407,1.4k,13,29,--
2785,American Axle & Manufacturing,4.3,405,1.5k,26,38,10
2786,The Phoenix Mills,3.9,405,1.9k,26,27,--
2787,National Fertilizers,4.3,405,1.1k,30,44,--
2788,Uplers,3.6,405,1.7k,47,109,18
2789,SMS India Private Limited,4.0,406,2k,33,24,4
2790,Etech Global Services,3.6,405,1.8k,45,43,--
2791,Roop Automotives,4.2,405,1.3k,31,45,3
2792,Adroit Synergies,3.2,405,1.3k,47,18,5
2793, Welspun Flooring ,3.8,404,1.2k,22,27,4
2794,Connectwise India ,3.3,404,2.9k,61,40,2
2795,Thyssenkrupp Industrial Solutions,4.1,404,1.5k,24,30,1
2796,Air Liquide,3.5,404,1.7k,39,39,1
2797,Aeries Technology,3.1,404,2.6k,34,33,8
2798,ABC Consultants,3.9,404,27.7k,244,23,--
2799,Nyati Group,4.2,404,1.5k,37,25,4
2800,Pearson Education India,3.9,403,1.7k,9,50,--
2801,Dorset Industries,4.4,406,964,85,28,5
2802,Mettler-Toledo,3.5,403,2.1k,27,43,7
2803,ClearTax,3.0,403,2.3k,50,19,10
2804,The Hans Foundation,4.1,404,788,40,4,9
2805,CEVA Logistics,3.8,402,1.5k,13,30,--
2806,Writer Corporation,3.4,402,1.5k,23,31,2
2807,Christian Medical College,4.1,402,1.3k,14,30,--
2808,Huron,3.6,402,2.9k,38,22,4
2809,GE Vernova T&D India,4.2,402,1.6k,10,44,--
2810,TVS Mobility,4.0,402,1.5k,37,12,7
2811,Wonderla Holidays,4.4,402,1.1k,40,51,--
2812,Sunstone,3.7,402,1.7k,26,25,9
2813,GMR Hyderabad International Airport,4.1,401,1.3k,21,51,--
2814,Burns & McDonnell,4.1,401,2.3k,54,35,7
2815,Mantra Properties,4.3,401,938,39,18,13
2816,S. M. Auto Engineering,3.4,401,1.5k,27,14,--
2817,CANTABIL RETAIL INDIA,3.9,400,1.1k,28,14,1
2818,Dorf Ketal Chemicals,4.0,400,1.9k,23,31,1
2819,Kuehne + Nagel,3.6,400,1.7k,27,43,--
2820,Muthoot Housing Finance Company,4.1,400,1.2k,30,10,6
2821,Karamtara Engineering Limited,3.6,400,1.6k,44,24,1
2822,Tirumala Milk Products,4.2,400,1.1k,34,40,1
2823,Triumphant Institute of Management Education,3.7,399,1.3k,17,33,--
2824,Evoke Technologies,3.7,399,2.9k,30,19,--
2825,Icertis,3.3,399,3.3k,59,50,13
2826,Mindlance,3.6,399,1.6k,30,30,--
2827,Netlink Software,3.2,399,2.2k,23,41,2
2828,Parksons Packaging,4.0,399,1.5k,17,29,--
2829,Shree Baidyanath Ayurved Bhawan,3.9,398,1.2k,34,26,2
2830,Bosch Rexroth India,3.9,398,1.6k,20,43,1
2831,Federal Mogul Goetze,4.0,398,1.4k,17,54,2
2832,Nuziveedu Seeds,3.8,398,1.2k,33,33,3
2833,Gps Renewables,4.0,398,916,88,5,1
2834,Karvy DigiKonnect,3.2,397,1.2k,8,29,--
2835,ABM Knowledgeware,3.7,397,1.5k,33,32,2
2836,Publicis,3.5,397,4.1k,57,28,--
2837,BCH Electric,4.0,397,1.5k,22,33,1
2838,Gps Renewables,4.0,398,915,88,5,1
2839,Jamna Auto Industries,3.8,396,1.6k,20,39,--
2840,Agilent Technologies,3.9,396,2k,23,55,1
